"";"STN";"Weeknr";"Degrees_Celsius_min.mean";"Degrees_Celsius_avg.mean";"Degrees_Celsius_max.mean";"Rainfall_mm.mean";"LON.east.";"LAT.north.";"ALT.m.";"NAME"
"31";210;52;4.33333333333333;7.09523809523809;9.42857142857143;24.047619047619;4.43;52.171;-0.2;"VALKENBURG"
"32";210;46;8.07142857142857;10.6428571428571;13;50.2857142857143;4.43;52.171;-0.2;"VALKENBURG"
"33";210;50;4.04761904761905;6.47619047619048;8.80952380952381;24.4761904761905;4.43;52.171;-0.2;"VALKENBURG"
"34";210;2;4.42857142857143;6.71428571428571;8.80952380952381;48.0952380952381;4.43;52.171;-0.2;"VALKENBURG"
"35";210;29;15.4285714285714;20.0714285714286;24.1428571428571;11.5;4.43;52.171;-0.2;"VALKENBURG"
"36";210;39;9.21428571428571;13.9285714285714;18.0714285714286;11.7857142857143;4.43;52.171;-0.2;"VALKENBURG"
"37";210;45;8.78571428571429;11.3571428571429;13.7142857142857;15.2857142857143;4.43;52.171;-0.2;"VALKENBURG"
"38";210;20;6.85714285714286;12.1428571428571;16.3571428571429;20.8571428571429;4.43;52.171;-0.2;"VALKENBURG"
"39";210;26;11.5714285714286;17.2857142857143;21.5;5.35714285714286;4.43;52.171;-0.2;"VALKENBURG"
"40";210;22;7.78571428571429;12.7142857142857;16.2142857142857;16.2857142857143;4.43;52.171;-0.2;"VALKENBURG"
"41";210;13;4.42857142857143;8.80952380952381;12.3809523809524;26.6190476190476;4.43;52.171;-0.2;"VALKENBURG"
"42";210;32;14.9285714285714;18.4285714285714;22.0714285714286;20.5714285714286;4.43;52.171;-0.2;"VALKENBURG"
"43";210;11;2.33333333333333;6.38095238095238;10.2857142857143;0.80952380952381;4.43;52.171;-0.2;"VALKENBURG"
"44";210;42;8.64285714285714;12.0714285714286;14.7142857142857;31.5;4.43;52.171;-0.2;"VALKENBURG"
"45";210;10;1.33333333333333;6.28571428571429;10.4285714285714;10.0952380952381;4.43;52.171;-0.2;"VALKENBURG"
"46";210;21;9.07142857142857;14;17.6428571428571;22.3571428571429;4.43;52.171;-0.2;"VALKENBURG"
"47";210;31;12.3571428571429;17.9285714285714;22.3571428571429;11.8571428571429;4.43;52.171;-0.2;"VALKENBURG"
"48";210;8;3.14285714285714;6.09523809523809;8.80952380952381;35.6666666666667;4.43;52.171;-0.2;"VALKENBURG"
"49";210;3;1.19047619047619;3.47619047619048;5.38095238095238;22.5238095238095;4.43;52.171;-0.2;"VALKENBURG"
"50";210;43;9.07142857142857;11.7857142857143;14.4285714285714;9.57142857142857;4.43;52.171;-0.2;"VALKENBURG"
"51";210;49;3.9047619047619;6.61904761904762;8.76190476190476;19.3333333333333;4.43;52.171;-0.2;"VALKENBURG"
"52";210;33;13.4285714285714;16.5714285714286;19.2857142857143;71;4.43;52.171;-0.2;"VALKENBURG"
"53";210;51;7.71428571428571;9.66666666666667;11.3809523809524;23.0952380952381;4.43;52.171;-0.2;"VALKENBURG"
"54";215;48;2.82857142857143;5.6;8;29.0857142857143;4.437;52.141;-1.1;"VOORSCHOTEN"
"55";215;30;14.8285714285714;19.1714285714286;23.1714285714286;46.6857142857143;4.437;52.141;-1.1;"VOORSCHOTEN"
"56";215;38;10.0857142857143;14.8285714285714;19.3142857142857;20.9714285714286;4.437;52.141;-1.1;"VOORSCHOTEN"
"57";215;44;5.8;9.74285714285714;13.6857142857143;18.0285714285714;4.437;52.141;-1.1;"VOORSCHOTEN"
